header_id,line_item_id,line_item_index,record_type,created_at,currency,header_status,product_id,product_name,product_type,transaction_type,billing_type,quantity,unit_amount,discount_amount,tax_amount,total_amount,payment_id,payment_method_id,payment_method,payment_at,refund_amount,subscription_id,subscription_period_started_at,subscription_period_ended_at,subscription_status,customer_id,customer_level,customer_name,customer_company,customer_email,customer_city,customer_country,fee_amount
5b7f1777-0482-4745-a56f-34c2c6ff98c3,193f428a-8244-473d-a910-e02edcedbe7c,6,line_item,2023-01-30 05:46:55,GBP,pending,7,ink,office supplies,sale,subscription,10,318.61,52.72,43.27,3176.65,,,,,,d1a91eb2-d1c6-48a7-838c-5fcdcecb0b45,2022-05-15 18:37:46,2024-01-02 14:03:13,inactive,b93299a3-e7a6-4261-873a-59cff71551f8,basic,Kelly Ford,Dunder Mifflin Paper Company,fmartinez@example.net,South Laura,Argentina,2.06
5b7f1777-0482-4745-a56f-34c2c6ff98c3,8cb63a8f-69f4-45a5-9836-b2adce0e6130,7,line_item,2022-07-05 09:53:53,GBP,completed,19,printer,office equipment,refund,subscription,4,706.05,82.15,6.03,2748.08,179f407b-50b4-4f6d-bea0-130ccff7328c,7b75e65e-e3ff-4a7e-a042-988a291ca836,paypal,2022-11-15 14:15:45,2602.9,47f19fd4-9e08-404a-948e-004f9cf9f1c0,2021-12-25 03:09:33,2023-02-14 20:05:11,inactive,40d8a7fc-9075-4cb8-a18b-4db51cdeeb8c,basic,Timothy Carlson,Dunder Mifflin Paper Company,michelle19@example.com,Lake Jose,Denmark,19.39
7db717ee-1f11-47e2-b171-8ae3284044a6,dc84b337-84cb-4283-a172-8b2d468f9d2c,3,header,2023-03-31 02:24:07,GBP,cancelled,41,paper,office supplies,refund,recurring,8,825.39,41.05,20.08,6582.15,,,,,4293.29,caac3115-3cad-4294-ae70-a36ac79b92ca,2022-05-11 12:35:23,2023-11-06 17:50:25,active,7b4cb92b-f7bd-48ee-b2ac-83ec546b501a,basic,Edward Flores,Dunder Mifflin Paper Company,latoyawilliams@example.net,West Rebeccaside,Sweden,9.61
7db717ee-1f11-47e2-b171-8ae3284044a6,168d6ba2-6783-4142-9c59-9991ea68127a,1,line_item,2024-02-21 07:45:17,GBP,completed,62,printer,office equipment,refund,subscription,4,23.01,85.91,27.8,33.93,4cecedc9-290c-4fdc-b1ee-5ea504848f2e,a46e8f3d-0a76-407a-b4e1-2cd73afd7fc8,bank_transfer,2024-04-02 15:46:47,33.8,08f6e7a8-6e78-44c0-9535-6c61e4ac98e8,2023-12-27 15:30:47,2024-07-14 01:35:19,active,ec6b6d27-c113-47b9-a49a-dd44c7bc824c,premium,Kenneth Smith,Dunder Mifflin Paper Company,castillorichard@example.com,Nicholsonstad,Belize,1.9
7db717ee-1f11-47e2-b171-8ae3284044a6,41b830a6-87dd-474d-bba3-09ddbcc67261,2,line_item,2022-11-19 08:53:34,GBP,completed,8,desk,furniture,sale,one-time,10,297.61,97.22,47.77,2926.65,e2d426fe-9bf8-4dc5-9be1-09ee94d413de,2e3c78ea-f73a-490b-802f-5c293a21d636,paypal,2024-02-07 09:34:06,,,,,,b8751d4d-6c68-48a6-b770-b4080e7129f1,basic,Cynthia Carlson,Dunder Mifflin Paper Company,jennifer78@example.com,North Angela,Thailand,8.52
7db717ee-1f11-47e2-b171-8ae3284044a6,316a2d87-65e8-433b-b030-e61ebdba376b,3,line_item,2023-04-24 02:24:46,EUR,cancelled,74,desk,furniture,sale,recurring,6,858.35,20.35,0.58,5130.33,,,,,,f96fd718-4417-4d72-9927-2d181c052288,2023-04-11 05:22:19,2024-04-08 21:00:56,active,97ff4fe8-6c09-4349-9f13-9cde94392be6,premium,Jennifer Moreno,Dunder Mifflin Paper Company,mitchell52@example.org,East Jamesville,Gibraltar,9.96
7db717ee-1f11-47e2-b171-8ae3284044a6,9f815d25-6c02-4a5c-b701-57f9591232e7,4,line_item,2022-06-30 12:25:22,USD,cancelled,59,paper,office supplies,sale,one-time,8,626.46,38.55,32.45,5005.58,,,,,,,,,,52b4a288-a08a-4f89-aa9c-4578e0facc5c,enterprise,Samuel Baker,Dunder Mifflin Paper Company,timothy63@example.com,Ramirezmouth,Saint Barthelemy,6.49
7db717ee-1f11-47e2-b171-8ae3284044a6,4800bd97-980c-4919-ba6d-1ebd9cc2b170,5,line_item,2024-05-14 03:57:33,EUR,completed,36,chair,furniture,sale,recurring,7,34.9,19.0,37.92,263.22,6d4629c8-d3e5-4862-8a88-68318ff126cc,f611659d-2b1b-40bf-9057-6529cee81c1f,bank_transfer,2024-05-25 16:49:01,,dbf70004-d989-4743-833f-26068f5ed734,2023-11-22 15:26:53,2024-09-08 15:02:57,active,7f77d60f-cf3a-4ec9-96a5-23905be473a8,enterprise,Sandra Wright,Dunder Mifflin Paper Company,susanmorgan@example.org,East Nicole,Moldova,5.11
7db717ee-1f11-47e2-b171-8ae3284044a6,7ce3f45b-4a51-4034-b429-24b2ea332943,6,line_item,2023-01-18 16:52:13,GBP,cancelled,11,paper,office supplies,refund,invoiceitem,8,306.4,35.76,6.98,2422.42,,,,,953.4,,,,,ffe9f9f6-f508-4122-b7f2-1a599863f8e4,basic,Angel Morrison,Dunder Mifflin Paper Company,christopher88@example.com,East Joelmouth,Panama,2.29
f165c678-6ad0-4c4e-89d0-38e54c27a1b8,4b3000fe-3604-4a74-aef6-9af3c2d36723,4,header,2022-11-12 03:58:20,EUR,cancelled,51,chair,furniture,sale,one-time,1,221.38,81.95,23.07,162.5,,,,,,,,,,72e88a79-0bae-41e8-ac39-d95335aa80f5,enterprise,Lisa Sanchez,Dunder Mifflin Paper Company,virginiabaker@example.org,North Frederickmouth,El Salvador,13.45
f165c678-6ad0-4c4e-89d0-38e54c27a1b8,a950bbe5-4f5d-4b0c-b0ff-a80406df8902,1,line_item,2024-06-08 12:05:08,USD,pending,64,desk,furniture,refund,subscription,9,76.74,41.29,32.03,681.4,,,,,337.39,938e8e33-4561-4b7e-a9f1-e2039df34c0e,2024-04-06 05:25:57,2025-01-23 21:53:34,active,1faa43df-16e5-4625-beaf-32ccfab74934,premium,Devon Campbell,Dunder Mifflin Paper Company,johnsonsabrina@example.com,Amyview,Martinique,17.89
f165c678-6ad0-4c4e-89d0-38e54c27a1b8,7828b371-dedf-49c5-ac96-d7a3ed8f458f,2,line_item,2023-10-11 00:18:45,USD,cancelled,52,desk,furniture,refund,recurring,8,461.43,85.14,21.68,3627.98,,,,,3572.03,b6ebcd84-1237-4325-8371-890a1cc2be03,2023-04-18 01:56:08,2024-06-15 16:34:18,inactive,af0ccda3-ab9b-4766-970c-ab23ef06e12e,basic,Melissa Robertson,Dunder Mifflin Paper Company,grahammelanie@example.net,Amandaton,Colombia,10.57
f165c678-6ad0-4c4e-89d0-38e54c27a1b8,6e881207-282d-4895-aa11-5c1b054a5479,3,line_item,2022-10-10 15:58:06,EUR,cancelled,29,ink,office supplies,refund,invoiceitem,8,425.65,26.64,49.79,3428.35,,,,,3216.72,,,,,232843fa-b192-4819-ac91-7b9ff1ce3859,premium,Anna Velasquez,Dunder Mifflin Paper Company,wbraun@example.net,Oliviaborough,Anguilla,14.89
f165c678-6ad0-4c4e-89d0-38e54c27a1b8,1b0251a0-b30a-4897-b524-8b4f34502d95,4,line_item,2022-09-24 04:34:56,GBP,cancelled,42,ink,office supplies,sale,invoiceitem,4,430.58,95.06,36.74,1664.0,,,,,,,,,,68682836-9b07-4476-9064-2c50d00071ee,basic,Shelly Ramirez,Dunder Mifflin Paper Company,ramirezdouglas@example.com,Brooksshire,Malawi,18.87
f165c678-6ad0-4c4e-89d0-38e54c27a1b8,6ea6fa4d-19fa-44a1-ba2f-24691d89b8e1,5,line_item,2023-08-19 01:20:58,EUR,completed,14,printer,office equipment,refund,recurring,3,622.91,35.76,34.51,1867.48,d8d8200d-ae3b-4f22-916e-710aae86d791,df8311b9-398d-4c9d-b7ab-473da7fb73b5,credit_card,2024-03-18 17:20:01,1327.83,ff26c8dd-890e-4234-82d8-7843431f1952,2023-03-20 02:45:34,2024-05-13 20:47:03,active,c64d4f31-9654-4740-88de-294d6f5a390b,basic,Dan Olson,Dunder Mifflin Paper Company,jonesjackie@example.net,Marshallville,Nauru,10.03
f165c678-6ad0-4c4e-89d0-38e54c27a1b8,1f495824-281b-41b3-8873-380c59042583,6,line_item,2022-12-20 01:12:17,GBP,cancelled,40,ink,office supplies,refund,one-time,5,268.78,81.83,7.04,1269.11,,,,,8.4,,,,,8b80993e-7fc6-4187-ad1f-8e90a9a655bc,basic,Robert Small,Dunder Mifflin Paper Company,cynthiawhite@example.com,New Brandi,Norway,10.51
f165c678-6ad0-4c4e-89d0-38e54c27a1b8,574cc7fa-aad7-408e-9691-f406185a0305,7,line_item,2023-07-14 14:23:22,USD,completed,78,paper,office supplies,refund,recurring,3,230.68,26.49,33.33,698.88,ba318e38-d606-4ded-bbf6-5c32bf29793d,dd81905e-8b6d-41e1-b133-a0f52fbc0abd,bank_transfer,2023-12-16 10:18:21,381.87,72e2827f-c310-42b4-a174-c75b3f1b8baf,2023-06-06 17:08:44,2024-01-07 00:40:28,active,f4ca1870-d1a0-495e-a797-2c6ed418247e,basic,Dana Garcia,Dunder Mifflin Paper Company,angela93@example.net,Grantland,Sweden,7.18
f165c678-6ad0-4c4e-89d0-38e54c27a1b8,ffbeecc2-1827-4cc9-a2f2-7cac73d6bffc,8,line_item,2023-02-06 09:16:15,EUR,cancelled,1,paper,office supplies,refund,invoiceitem,5,582.67,9.4,22.71,2926.66,,,,,2446.04,,,,,2fd0fb4e-ac76-45fe-90ef-7450d525e478,premium,Daniel Turner,Dunder Mifflin Paper Company,cohenjustin@example.org,Nguyenstad,Tanzania,1.32
81924cbc-0ba9-4d3a-8744-9d5611f7adcf,3576ab70-21a5-4c3b-963f-f761f5cba1e7,5,header,2022-09-09 15:38:09,GBP,completed,77,paper,office supplies,sale,subscription,10,320.77,4.1,4.62,3208.22,e26a5330-462f-4db8-abb2-95eb89714ee5,24702bcf-a57a-4e09-a117-3fe2bcb2c051,bank_transfer,2023-04-06 21:03:39,,c128d3c3-c888-4cb5-924f-56dc6a97ec12,2021-11-15 22:42:39,2022-12-23 21:05:37,inactive,c1332dc9-44d0-4649-aed2-062b36f878f6,basic,Lucas Young,Dunder Mifflin Paper Company,cmartin@example.org,Padillaville,British Indian Ocean Territory (Chagos Archipelago),8.55
81924cbc-0ba9-4d3a-8744-9d5611f7adcf,af50ca23-208c-4081-b40d-ee011c347325,1,line_item,2024-03-30 09:25:57,USD,pending,13,chair,furniture,sale,subscription,6,544.67,8.62,12.88,3272.28,,,,,,342ffa24-3c0c-4a0b-b7fe-0352bde2a486,2023-09-12 15:45:28,2024-06-10 05:28:13,inactive,d008dbaf-3b08-4676-a084-ac03b6dff897,basic,Jennifer Lee,Dunder Mifflin Paper Company,lsolis@example.com,Davidton,Panama,16.08
81924cbc-0ba9-4d3a-8744-9d5611f7adcf,9e5df8ad-acb0-41ed-a887-663607e2603e,2,line_item,2023-06-26 22:26:09,GBP,completed,32,desk,furniture,refund,one-time,4,822.04,66.06,0.48,3222.58,5d341c6d-b668-46a2-9550-36fadbf9d96a,33b5a52c-fdc7-4b00-b44e-d8633e027358,bank_transfer,2024-06-05 06:53:51,1466.98,,,,,f5c6bee3-b87d-49a6-868e-f221f8fe9fa1,enterprise,David Patel,Dunder Mifflin Paper Company,smcgee@example.org,North James,British Virgin Islands,19.92
81924cbc-0ba9-4d3a-8744-9d5611f7adcf,5cd9fe77-91a9-4c4e-b26f-a558b5fbae49,3,line_item,2023-02-28 02:54:57,USD,pending,96,copier,office equipment,sale,recurring,10,692.91,29.29,23.35,6923.16,,,,,,2e392d45-436f-41dd-a03c-3a1e089c5baa,2022-12-01 08:43:29,2023-03-22 21:13:41,active,f59c0004-a2ff-43b6-b70e-16792e790b88,enterprise,Travis Mendez,Dunder Mifflin Paper Company,tinaclarke@example.net,Lake Brian,Hungary,7.81
bcd14fe9-8016-4c03-b80b-289f090d7c62,80bac8f0-382f-4ef2-b910-82dd9ddada4a,6,header,2024-03-06 01:01:12,EUR,cancelled,13,desk,furniture,refund,subscription,9,171.76,27.79,37.19,1555.24,,,,,1386.33,e396ed7a-93ea-4820-9f89-2cf70f832cb2,2023-04-06 13:21:23,2024-06-17 10:55:47,active,27110791-751d-4549-976b-995c8a02b058,basic,James Mclaughlin,Dunder Mifflin Paper Company,rossrichard@example.com,Elliottview,Mozambique,8.2
bcd14fe9-8016-4c03-b80b-289f090d7c62,96a60d77-295f-4d5b-8205-cd401f3260b1,1,line_item,2023-01-10 15:04:19,USD,completed,30,ink,office supplies,sale,recurring,1,888.8,62.88,43.27,869.19,176517e1-33e5-4d08-9c63-73acf6ed50c5,0d8e48be-ac8e-496a-88e8-5e68ab6de737,bank_transfer,2023-03-27 08:04:37,,8e268f33-79bc-4dab-afa6-56a89207dfc4,2022-08-31 22:51:04,2023-07-28 06:02:52,active,0ae326da-4313-4fe7-955a-69deeb99b2ce,premium,Andrew King,Dunder Mifflin Paper Company,lauraedwards@example.com,Port Travisbury,Libyan Arab Jamahiriya,7.74
bcd14fe9-8016-4c03-b80b-289f090d7c62,282041f5-321e-4830-8557-b8d65f52c00a,2,line_item,2023-02-22 14:15:57,GBP,completed,49,desk,furniture,refund,subscription,8,835.45,97.85,0.37,6586.12,ac6d28e7-64c3-4c60-b519-9b05bba261dd,323aef27-931e-4715-b3e5-971e506a4628,paypal,2023-08-29 02:41:42,866.07,99fc2afb-a3b1-4f70-bdc1-af181d92c40e,2023-02-01 22:11:42,2023-05-15 17:57:23,active,c1e4955c-ddc2-43f2-bee1-c9357914ec3e,basic,Dr. Michelle Fox,Dunder Mifflin Paper Company,hgriffin@example.com,West Jason,Bangladesh,7.99
24fd526a-0a3f-4130-af90-f211848b82aa,5b0b4dc0-28cf-4115-9966-f95e76636440,7,header,2023-02-06 15:48:13,GBP,cancelled,100,chair,furniture,sale,recurring,9,142.9,91.77,33.09,1227.42,,,,,,2d4f3b77-cdad-4da0-8fc0-5645b7a313c1,2023-01-28 17:47:35,2023-06-26 15:52:55,inactive,f782d430-abec-47c7-9415-ce91fd122d09,basic,Linda Hernandez,Dunder Mifflin Paper Company,gutierrezrobert@example.com,Georgeburgh,Saint Pierre and Miquelon,13.8
24fd526a-0a3f-4130-af90-f211848b82aa,7d84e694-2a3e-44dd-a138-e821fb7380a3,1,line_item,2022-11-22 04:06:02,USD,completed,78,paper,office supplies,sale,one-time,1,677.03,44.02,45.35,678.36,ea25bcd7-8c7d-4318-b5c3-ab7dc7c3ed76,34816ab4-531d-46cd-821d-89c0b749d363,bank_transfer,2023-12-26 14:15:08,,,,,,de2e9a05-0ab1-49ac-80cb-436534f37cbb,basic,Lee Riley,Dunder Mifflin Paper Company,andrearamirez@example.com,Annamouth,Belize,16.03
24fd526a-0a3f-4130-af90-f211848b82aa,67e65ee8-ad29-4014-907d-57fa1a1af584,2,line_item,2022-12-28 16:20:57,EUR,cancelled,74,copier,office equipment,sale,subscription,10,303.92,6.31,39.15,3072.04,,,,,,3dc0abaa-4f1d-443f-af5f-291bfcfd9ac1,2022-11-30 15:49:57,2023-04-14 23:14:58,inactive,0744a3f5-73fd-42ba-927a-a0b2d8090a72,basic,Matthew Smith,Dunder Mifflin Paper Company,charlesjones@example.net,North Brendamouth,Saint Vincent and the Grenadines,3.94
24fd526a-0a3f-4130-af90-f211848b82aa,103c398a-62a3-4d15-af00-33b6b1b3689e,3,line_item,2023-06-10 09:53:00,GBP,cancelled,9,copier,office equipment,sale,one-time,6,473.21,30.98,45.27,2853.55,,,,,,,,,,4b2132a2-3913-4895-83f2-08591c2220db,basic,Christy Davis,Dunder Mifflin Paper Company,miranda69@example.net,West Jessica,Bosnia and Herzegovina,6.86
24fd526a-0a3f-4130-af90-f211848b82aa,42a2d1cb-7161-4f3d-93ab-49f8ac45b35c,4,line_item,2023-01-29 00:54:10,USD,completed,2,printer,office equipment,refund,recurring,1,641.61,16.95,1.65,626.31,7e203423-a5c1-4aa7-9d34-f952b8865c50,afbbf80f-3d2d-4c13-8565-d38caf6ba0b1,credit_card,2024-03-03 18:46:02,450.02,e1bbdcea-971f-42b4-b0e3-e90a20915a10,2022-06-24 23:10:03,2023-09-16 06:44:50,active,6f778f38-d5c5-4438-bd53-d03dde521595,basic,Brandon Nunez,Dunder Mifflin Paper Company,griffithjoseph@example.org,Hubershire,Heard Island and McDonald Islands,12.66
24fd526a-0a3f-4130-af90-f211848b82aa,d003150c-d007-4d18-b09d-15f52e4f6f0b,5,line_item,2023-01-09 03:27:56,GBP,pending,9,copier,office equipment,refund,one-time,8,774.52,11.84,20.63,6204.95,,,,,5056.17,,,,,0082962b-0c5d-421a-a075-7c649b85c748,premium,Carla Huynh,Dunder Mifflin Paper Company,paulscott@example.org,Vincentfort,Jamaica,5.26
24fd526a-0a3f-4130-af90-f211848b82aa,67c1bd71-4df1-47ba-b040-6d964fcc3cda,6,line_item,2022-12-12 13:56:33,EUR,cancelled,36,copier,office equipment,sale,recurring,4,91.25,50.03,12.92,327.89,,,,,,748f7214-44bd-4f62-9cca-48c153580bd2,2022-10-21 14:28:31,2023-04-28 06:45:57,active,2941e7e4-ae12-4305-a726-daf25241e194,premium,James Wells,Dunder Mifflin Paper Company,gjones@example.net,Brianland,Egypt,9.81
7ea74220-39dd-4307-9322-4deb534c79c2,95f5b671-6297-47a1-a6f8-3952f6319adb,8,header,2022-08-03 05:57:31,GBP,completed,92,printer,office equipment,refund,recurring,10,618.48,78.16,34.32,6140.96,169b97ae-5e66-4d2d-a8c4-7110c9329ecb,57792496-a38b-4f54-941b-85cab085af6f,credit_card,2023-06-19 10:43:32,2618.4,36db8de4-d064-46fc-8576-d4c95124377e,2022-02-21 02:54:00,2022-11-10 16:46:58,active,62cdaf15-937c-4dbf-88dc-a808b0aae149,premium,Patricia Swanson,Dunder Mifflin Paper Company,john52@example.net,Lisaborough,Maldives,17.95
7ea74220-39dd-4307-9322-4deb534c79c2,cfeb4afa-bbc9-433d-b12c-20ecd0cdc1c0,1,line_item,2023-11-14 12:55:53,EUR,completed,45,printer,office equipment,sale,subscription,9,160.5,48.51,46.83,1442.82,b2507885-77f1-48fb-9121-1d92ef3f1149,8b696de7-7c74-4783-ac02-3b75c09ec19b,credit_card,2024-05-04 22:11:40,,88c045e9-9fe8-426f-bb7d-0b9758c488e2,2023-07-05 01:55:03,2024-05-06 18:56:34,active,048874e9-ba2c-4fbc-9003-5efb3f537edc,enterprise,Jason Burnett,Dunder Mifflin Paper Company,wellshenry@example.org,Andradeshire,South Georgia and the South Sandwich Islands,14.27
7ea74220-39dd-4307-9322-4deb534c79c2,df7e705e-4334-4656-b55e-88ade48d741e,2,line_item,2023-09-06 08:23:09,EUR,pending,74,ink,office supplies,sale,one-time,10,674.88,7.81,10.86,6751.85,,,,,,,,,,266f6101-e587-48a6-93ce-8ffdec16bc86,basic,Heidi Hill,Dunder Mifflin Paper Company,keithwalsh@example.net,Reevesville,Jersey,5.7
7ea74220-39dd-4307-9322-4deb534c79c2,85fa3446-1c95-42ac-8c59-7682fea7562f,3,line_item,2023-08-10 05:39:56,USD,completed,84,ink,office supplies,refund,recurring,2,606.33,94.82,30.53,1148.37,d05f7d28-dfea-4c7c-83cf-b8f439cdd594,df9cd931-6260-40a0-96fa-81d329517705,bank_transfer,2023-11-26 06:23:52,745.53,c6acb5ac-fb47-480c-8db1-d9101eb3fb3d,2023-06-14 00:37:08,2024-01-17 21:49:47,inactive,59efff5f-0f57-4dc9-b0d1-29c1d01253cb,enterprise,Adam Miller,Dunder Mifflin Paper Company,hernandezmichael@example.com,North Maria,Aruba,11.84
7ea74220-39dd-4307-9322-4deb534c79c2,66f8a483-1e5b-42e2-aa86-dd24b81909fd,4,line_item,2023-02-14 01:22:13,USD,pending,29,chair,furniture,refund,recurring,8,342.08,80.36,9.3,2665.58,,,,,977.49,ef082456-7f37-4a03-a9c1-7541e112d27e,2022-04-01 13:44:53,2023-11-16 08:10:00,inactive,176496d2-8691-4fe4-b0ca-f0772c742a75,premium,Margaret Sanders,Dunder Mifflin Paper Company,vwhite@example.com,East Carlosville,Congo,3.91
7ea74220-39dd-4307-9322-4deb534c79c2,dd71bb2f-934e-48fe-bc08-e279a20c9448,5,line_item,2023-11-23 02:50:08,USD,cancelled,83,printer,office equipment,refund,one-time,5,580.45,56.42,10.14,2855.97,,,,,1254.16,,,,,21c7d159-a526-4654-8b24-583a06b6db61,basic,Melissa Nelson,Dunder Mifflin Paper Company,bmcclain@example.org,Lake Kevin,Philippines,5.37
7ea74220-39dd-4307-9322-4deb534c79c2,3d3b0392-1c1f-4131-8454-6bbae9dc2320,6,line_item,2023-11-06 05:35:43,EUR,pending,21,paper,office supplies,refund,recurring,8,101.88,75.54,24.13,763.63,,,,,434.58,8e09ec1b-0da0-401a-958a-918333519ae0,2023-02-07 11:04:45,2024-01-23 19:14:02,active,1e297fc6-f8c1-4ea5-9226-7d29d3f446ce,basic,Kenneth Johnson,Dunder Mifflin Paper Company,jorge46@example.org,Lake Benjamin,Egypt,14.46
ab6d16da-3f99-428e-8f75-013dc9ac5e9e,f04715aa-79cd-4eb1-a743-ee693a01ea19,9,header,2024-04-04 23:07:14,USD,cancelled,78,paper,office supplies,refund,subscription,6,460.85,88.98,25.98,2702.1,,,,,1888.07,8f09a0c1-0e87-4847-8561-f9ffcfe3a365,2024-01-03 16:21:14,2024-11-05 14:46:58,inactive,90317a0d-5531-4a15-b06b-655b14258615,basic,Bradley Stevens,Dunder Mifflin Paper Company,emily74@example.net,Lake Patricia,Hungary,8.01
ab6d16da-3f99-428e-8f75-013dc9ac5e9e,44187d1a-5686-4f11-a8c7-d161d827ce3a,1,line_item,2022-10-28 02:11:13,GBP,completed,2,ink,office supplies,sale,subscription,10,583.15,10.68,19.26,5840.08,ae8282fa-2aa5-45a8-a7ee-ac3d45a29409,b5fc9228-659c-4417-9bd5-36f322813881,credit_card,2023-10-26 07:42:23,,71922c06-a468-4b08-a351-97f79b4238a4,2021-12-12 09:59:30,2023-08-25 13:25:04,inactive,d7affb8f-6e80-4e57-a593-dc7c4d5846c2,enterprise,Joseph Meyer,Dunder Mifflin Paper Company,jbarnes@example.com,Knoxborough,Cuba,4.01
